gene,chronos_hct116,pan_essentiality,E,D,L,R,halflife_h,F,ZC,Zc_dev,CRA,CR,is_mito,E_n,D_n,L_n,R_n,F_n,Zc_n,score,rank
ABR,0.0889899427832553,0.0041390728476821,0.08862160692736434,0.0531657142857142,16.0,2.55258,,0.0,-0.1765782250686184,0.060235840208371846,16.0,2.55258,False,0.020585411736188632,0.018678068380556936,0.5333333333333333,0.127629,0.0,0.15047231594056673,0.118447009832052,921
ESYT1,-0.3181459086669722,0.0149006622516556,0.31340532393517956,0.04512,9.0,5.62792,,0.0,-0.1631463947560087,0.04680400989576215,9.0,5.62792,False,0.07279914974693541,0.011702280507924594,0.3,0.281396,0.0,0.1169144971676388,0.11840555393483994,922
TNS3,-0.3263565606427238,0.1175496688741721,0.28799345500425794,0.1169485714285714,12.0,1.70164,,0.0,-0.0892987849509588,0.027043599909287744,12.0,1.70164,False,0.06689637046921555,0.07397902309243416,0.4,0.085082,0.0,0.0675454803045881,0.11840219208372431,923
SRRM2,-0.4586395753116821,0.4006622516556291,0.27488001036892207,0.0646057142857142,6.0,4.86989,21.96,0.0,0.0767549186300704,0.19309730349031695,6.0,4.86989,False,0.06385032259830124,0.028596766761956154,0.2,0.2434945,0.0,0.48241076386273046,0.11837884000121374,924
ATIC,-0.5445543215398617,0.341887417218543,0.3583780510134024,0.0465714285714285,12.0,3.25915,,0.0,-0.1559888579387186,0.039646473078472064,12.0,3.25915,False,0.0832456101069156,0.012960696786084072,0.4,0.1629575,0.0,0.09903224897174769,0.11825712951648729,925
WDR11,0.097239413521929,0.0024834437086092,0.09699792491218912,0.05872,14.0,3.86356,,0.0,-0.1598293403347555,0.04348695547450894,14.0,3.86356,False,0.022531099255623778,0.023493740122175415,0.4666666666666667,0.19317800000000002,0.0,0.10862723411132585,0.11821551351890605,926
HMGCS1,-1.9369893957067807,0.9784768211920528,0.04169016911289461,0.2943428571428571,6.0,2.17827,,0.0,-0.1112426035502958,0.005099781309950743,6.0,2.17827,False,0.009683973539812603,0.22778325513646877,0.2,0.1089135,0.0,0.012721478615760742,0.11821326753367244,927
COPG1,-1.0031788208566317,0.9081125827814568,0.09217951085685953,0.0457142857142857,13.0,4.95267,,0.0,-0.1640787949015063,0.04773641004125974,13.0,4.95267,False,0.021411857112726338,0.012217537566698565,0.43333333333333335,0.2476335,0.0,0.11924398722061286,0.11819604276485811,928
RTTN,-0.5315894738961329,0.48841059602649,0.2719555421091144,0.07576,0.0,10.2422,,0.0,-0.2033806869268117,0.08703830206656514,0.0,10.2422,False,0.06317101441009723,0.03826774540356026,0.0,0.5121100000000001,0.0,0.21743505569921184,0.11811988072905785,929
VAV1,-0.0943409605224987,0.0057947019867549,0.09379428277112661,0.3449283667621776,6.0,0.0,,0.0,-0.1163802978235968,3.791296335024785e-05,6.0,0.0,False,0.021786943345844023,0.271641857617536,0.2,0.0,0.0,7.50070125443398e-05,0.11803239063964122,930
ARNT2,0.0665298285293361,0.0008278145695364,0.06647475416797076,0.2009629629629629,2.0,0.0,3.5,1.0,-0.0417033773861967,0.07463900747404985,2.0,0.0,False,0.01544104459458933,0.14682110432726014,0.06666666666666667,0.0,1.0,0.1864569037151782,0.11800148986231375,931
BRF1,-1.1159296986338971,0.9983443708609272,0.001847565726215009,0.0612685714285714,9.0,7.84416,24.1,0.0,-0.0662251655629139,0.05011721929733265,9.0,7.84416,False,0.00042916059076855467,0.025703400201148443,0.3,0.392208,0.0,0.125192153902945,0.11793057593272234,932
MCOLN2,0.0095534300793993,0.0008278145695364,0.009545521610790525,0.4376582278481013,0.0,0.0,,0.0,-0.2091633466135458,0.09282096175329925,0.0,0.0,False,0.002217275215465939,0.3520404173256065,0.0,0.0,0.0,0.2318823381079811,0.11787142466772077,933
TBCD,-0.717891152504597,0.9701986754966888,0.021394107193845557,0.0438057142857142,15.0,4.32267,,0.0,-0.1620064395865107,0.045664054726264156,15.0,4.32267,False,0.004969516132498366,0.010562769704866665,0.5,0.21613349999999998,0.0,0.11406645575429819,0.11778303353892441,934
ZRANB2,-0.349920958261193,0.3253311258278146,0.23608077895933136,0.0592571428571428,5.0,4.57313,,0.0,0.1625908790482485,0.27893326390849504,5.0,4.57313,False,0.05483786862340647,0.023959453232990313,0.16666666666666666,0.22865649999999998,0.0,0.6968616269896474,0.1177807529064014,935
TTK,-0.97005348074174,0.8990066225165563,0.09796897735967906,0.1698971428571428,1.0,2.5414,6.35,1.0,-0.1234162365086813,0.007073851648434756,1.0,2.5414,False,0.02275665953535779,0.11988644527127788,0.03333333333333333,0.12707,1.0,0.01765345684375163,0.11773610428417829,936
ZBED2,0.1288671435220357,0.0,0.1288671435220357,0.2192625368731563,0.0,0.0,0.98,1.0,-0.0367309458218549,0.07961143903839166,0.0,0.0,False,0.029933819760703296,0.1626871842331457,0.0,0.0,1.0,0.19887992823331244,0.11773029760982032,937
PITRM1,-0.0903074280447556,0.2466887417218543,0.06802960225225795,0.0543657142857142,17.0,2.5594,,0.0,-0.1292166952544311,0.022255430182952063,17.0,2.5594,True,0.01580221146023316,0.019718491287696715,0.5666666666666667,0.12797,0.0,0.05558281191236257,0.11763085141999709,938
UBE4B,-0.2061869191552733,0.1581125827814569,0.17358617283188157,0.0477142857142857,17.0,1.83456,,0.0,-0.1366094884870962,0.02026710362684965,17.0,1.83456,False,0.04032135010124846,0.013951575745264864,0.5666666666666667,0.091728,0.0,0.05061521623268481,0.11757183856558823,939
NUP107,-0.6267642832588376,0.9346026490066224,0.04098872382239096,0.0548914285714285,11.0,6.74368,,0.0,-0.1401139480903144,0.023771563230067863,11.0,6.74368,False,0.00952103878139344,0.020174295608919868,0.36666666666666664,0.33718400000000004,0.0,0.05937068868318472,0.11745473475125323,940
KIF18A,-0.6536577974973692,0.8609271523178808,0.09090605130758117,0.18752,0.0,2.6833,2.42,1.0,-0.1132838840188806,0.003058500841365941,0.0,2.6833,False,0.021116052398050353,0.13516579882184496,0.0,0.134165,1.0,0.007621583930136394,0.11739038456247541,941
BAG3,-0.2653055055225243,0.0,0.2653055055225243,0.1598971428571428,3.0,5.60815,18.69,0.0,-0.0484893696381947,0.06785301522205184,3.0,5.60815,False,0.06162631503099575,0.11121625437844639,0.1,0.28040750000000003,0.0,0.1695029151010384,0.11738904157788457,942
MCM3,-1.0078003139211635,0.8518211920529801,0.14933464916547043,0.0741371428571428,14.0,3.26576,,0.0,-0.1050770396564789,0.011265345203767652,14.0,3.26576,False,0.03468810086088915,0.036860697281523566,0.4666666666666667,0.16328800000000002,0.0,0.028125401310300512,0.11736410950823883,943
NLRX1,-0.0146617984642168,0.0008278145695364,0.014649661213832516,0.09576,4.0,10.5949,,0.0,-0.1526939879342625,0.0012218624968793335,4.0,10.5949,True,0.003402886929477438,0.05560812718922323,0.13333333333333333,0.529745,0.0,0.003032963073466484,0.11731670238928353,944
CBWD1,,,0.0,0.0762080924855491,0.0,13.3146,,0.0,-0.1625514403292181,0.04620905546897154,0.0,13.3146,False,0.0,0.03865625014229567,0.0,0.66573,0.0,0.11542807481359467,0.11722777878336844,945
BOP1,-1.2471798151789462,0.9908940397350994,0.01135676984020559,0.0525485714285714,11.0,7.03036,,0.0,-0.09029467423628,0.026047710623966547,11.0,7.03036,False,0.002637999820352774,0.018142993742599388,0.36666666666666664,0.351518,0.0,0.06505737024237751,0.11721486658100451,946
BRD2,-1.2608884843117112,0.3899006622516556,0.7692672292530887,0.0795314285714285,7.0,2.11755,23.52,0.0,-0.1182879377431906,0.0019455528829440544,7.0,2.11755,False,0.1786887328990888,0.04153764596885665,0.23333333333333334,0.1058775,0.0,0.0048410167979444614,0.11719158950028084,947
MYO18A,-0.1191510029165926,0.0802980132450331,0.10958341410623708,0.0513142857142857,16.0,2.70783,,0.0,-0.0837218529907747,0.03262053186947185,16.0,2.70783,False,0.025454511343752286,0.0170728444666842,0.5333333333333333,0.1353915,0.0,0.08147877663674273,0.11714087057496808,948
EPPK1,-0.1130873593512279,0.0,0.1130873593512279,0.0952685714285714,13.0,3.6101,,0.0,-0.1117639807700209,0.0045784040902256545,13.0,3.6101,False,0.026268422962713513,0.0551820492367755,0.43333333333333335,0.180505,0.0,0.01141888009830909,0.11708183566476216,949
SNRNP200,-2.6299043887822173,1.0,0.0,0.03704,18.0,2.64294,,0.0,-0.1629017447199265,0.04655935985967995,18.0,2.64294,False,0.0,0.004696766266516749,0.6,0.132147,0.0,0.11630326836392696,0.11704624329815137,950
AHNAK2,0.2095325679469878,0.0008278145695364,0.2093591138344489,0.1380571428571428,9.0,3.08517,,0.0,-0.1692824698105543,0.05294008495030776,9.0,3.08517,False,0.048630844197375594,0.09228055746850243,0.3,0.15425850000000002,0.0,0.13224474553030727,0.11702443277627876,951
NUB1,0.0353761469065081,0.0,0.0353761469065081,0.0635428571428571,3.0,12.0782,26.77,0.0,-0.1215255332902391,0.005183148429992554,3.0,12.0782,False,0.008217325040238053,0.027675249329918102,0.1,0.6039100000000001,0.0,0.01292976137699825,0.11700076037989676,952
REST,-0.3130965110517275,0.0529801324503311,0.2965086164264704,0.1071593533487298,4.0,0.0,1.51,1.0,-0.0641221374045801,0.052220247455666446,4.0,0.0,False,0.06887430914527705,0.06549158414805575,0.13333333333333333,0.0,1.0,0.13044631779343702,0.11683208387767169,953
MKNK2,0.094142536133675,0.0091059602649006,0.09328527794040478,0.1752774193548387,0.0,2.62889,1.43,1.0,-0.090469916556873,0.025872468303373544,0.0,2.62889,False,0.02166870949318204,0.12455124770040171,0.0,0.13144450000000002,1.0,0.0646195483001001,0.11681363957308012,954
ZNF775,-0.0707180323743756,0.0,0.0707180323743756,0.2012121212121212,0.0,0.0,3.36,1.0,0.0256509910610182,0.14199337592126474,0.0,0.0,False,0.01642669168471299,0.14703712928553275,0.0,0.0,1.0,0.3547337235760376,0.11677583246987559,955
PDS5A,-0.4166630679655709,0.2649006622516556,0.30628874532568456,0.0403542857142857,10.0,4.83532,,0.0,-0.1713087750823599,0.054966390222113345,10.0,4.83532,False,0.07114607996058547,0.0075703152481408865,0.3333333333333333,0.241766,0.0,0.1373072264809521,0.11674517988666551,956
GEMIN5,-1.4102196193551442,0.9950331125827816,0.00700440208288959,0.0542514285714285,12.0,6.69306,,0.0,-0.1173169428113308,0.0009745579510842539,12.0,6.69306,False,0.0016270129355731343,0.01961940339177865,0.4,0.334653,0.0,0.002415102295272949,0.11669263001296917,957
SIVA1,-0.0027599809276601,0.1109271523178807,0.0024538241029031026,0.146886574074074,1.0,3.51445,1.02,1.0,-0.0752823086574654,0.041060076202781154,1.0,3.51445,False,0.0005699849194547476,0.0999358428810943,0.03333333333333333,0.1757225,1.0,0.10256396701451326,0.11663832169089038,958
LDHA,-0.3393467450306325,0.0554635761589403,0.3205253609933375,0.0612914285714285,10.0,3.18491,,0.0,-0.2177615571776155,0.10141917231736895,10.0,3.18491,False,0.07445302287676066,0.025723217780332017,0.3333333333333333,0.15924549999999998,0.0,0.2533639370535581,0.1166078940498057,959
CKAP5,-1.120639291669122,0.9975165562913908,0.0027830445985159522,0.0616228571428571,15.0,3.25298,32.56,0.0,-0.1898366242357422,0.07349423937549567,15.0,3.25298,False,0.0006464576859634529,0.026010572678494458,0.5,0.162649,0.0,0.18359683777522612,0.11657430099809868,960
PDLIM5,0.3408981094135507,0.0,0.3408981094135507,0.08888,10.0,2.93996,,0.0,-0.0695589817138759,0.04678340314637065,10.0,2.93996,False,0.07918529335761085,0.04964303585495518,0.3333333333333333,0.14699800000000002,0.0,0.11686301367317194,0.1165413494474284,961
MYH2,-0.0816270633283527,0.0008278145695364,0.08155949125606103,0.431156462585034,1.0,0.0,,0.0,-0.1314573277190099,0.015114942858763344,1.0,0.0,False,0.0189449928376516,0.34640326272848904,0.03333333333333333,0.0,0.0,0.03774315983229113,0.11649163466145675,962
NOB1,-1.0379383172856371,0.9710264900662252,0.030072716146520895,0.0720114285714285,1.0,13.0087,16.79,0.0,-0.1059795819154107,0.010362802944835853,1.0,13.0087,False,0.0069854211107800305,0.03501766241744737,0.03333333333333333,0.650435,0.0,0.02587050760964761,0.1164597004389506,963
USP37,-1.052482932598609,0.7110927152317881,0.3040699863219491,0.1905549132947977,0.0,0.0,2.36,1.0,-0.0848662207357859,0.03147616412446065,0.0,0.0,False,0.07063069698324106,0.13779712658275378,0.0,0.0,1.0,0.07861971093215159,0.11645933261640604,964
CENPM,-1.6949111315344694,0.9586092715231788,0.07015360643768506,0.1558034682080925,1.0,1.97575,6.99,1.0,-0.192,0.07565761513975346,1.0,1.97575,False,0.016295584376865575,0.10766696031240527,0.03333333333333333,0.0987875,1.0,0.18900177292889264,0.11645697705322589,965
ZNHIT3,-1.0592719593373106,0.7259933774834437,0.2902475319045114,0.1257780320366132,1.0,2.14612,5.94,1.0,-0.1213720316622691,0.005029646802022558,1.0,2.14612,False,0.06741995724094697,0.08163433398768,0.03333333333333333,0.10730599999999998,1.0,0.012546255950494266,0.11643950016611279,966
ARHGEF12,0.1402035874892189,0.0016556291390728,0.13997146234436922,0.0456114285714285,14.0,3.81152,,0.0,-0.080797342192691,0.03554504266755555,14.0,3.81152,False,0.0325131791622429,0.012128358460372248,0.4666666666666667,0.190576,0.0,0.08878531648108773,0.11641812711083893,967
LMNA,-0.1298397304261546,0.1175496688741721,0.11457711310784836,0.0882971428571428,11.0,3.57493,,0.0,-0.0216491563196434,0.09469322854060315,11.0,3.57493,False,0.026614469435225583,0.04913768758577294,0.36666666666666664,0.1787465,0.0,0.2365599723603981,0.11636562072431945,968
SH2D5,-0.0013274017175205,0.0016556291390728,0.0013252040325577178,0.1282205029013539,0.0,12.0888,,0.0,-0.1125541125541125,0.003788272306134044,0.0,12.0888,False,0.0003078241479757545,0.0837520028524281,0.0,0.6044400000000001,0.0,0.009444830501182753,0.11635618962518031,969
SPOP,-0.1590002578065196,0.0115894039735099,0.15715753958690762,0.1248421052631579,0.0,3.69991,2.09,1.0,-0.1435457953936797,0.027203410533433156,0.0,3.69991,False,0.03650523582239306,0.08082286760892306,0.0,0.1849955,1.0,0.06794474800215762,0.11634499342950272,970
CBY1,-0.3486178191790599,0.0049668874172185,0.34688627371956127,0.179426523297491,0.0,0.0,4.6,1.0,-0.0865384615384615,0.029803923321785053,0.0,0.0,False,0.08057625016890191,0.12814860002210124,0.0,0.0,1.0,0.07444181763728162,0.11633954593916503,971
FAM111B,-0.0359783691256019,0.0008278145695364,0.03594858570745157,0.1702514285714285,12.0,2.3083,10.01,0.0,-0.1126534970635344,0.0036888877967121425,12.0,2.3083,False,0.008350293610993598,0.1201936177486239,0.4,0.115415,0.0,0.009196530211617187,0.11633524991846611,972
ACLY,-0.3884139869802616,0.4735099337748344,0.20449610572801852,0.0757485714285714,11.0,4.35168,,0.0,-0.1752120988565105,0.02373997341912734,11.0,4.35168,True,0.04750124355461877,0.038257836613968435,0.36666666666666664,0.217584,0.0,0.05929176532531458,0.11632991231684187,973
EHMT2,-0.2375105046278507,0.0769867549668874,0.21922534160600457,0.0593485714285714,12.0,3.21479,17.61,0.0,-0.0390226753383722,0.07731970952187435,12.0,3.21479,False,0.050922614432674485,0.0240387235497248,0.4,0.16073949999999998,0.0,0.19315431660764595,0.11625704222510207,974
POM121,-0.615499333820776,0.0306291390728476,0.5966471191259345,0.0604685714285714,4.0,5.94636,,0.0,-0.0958806818181818,0.020461703042064752,4.0,5.94636,False,0.13859178403845526,0.02500978492972192,0.13333333333333333,0.297318,0.0,0.051101399556708456,0.11623324066828858,975
KNSTRN,-0.0998270727721988,0.0033112582781456,0.09949651955109881,0.1772228571428571,0.0,2.73735,3.92,1.0,-0.1231172233136869,0.006774838453440346,0.0,2.73735,False,0.02311148366961828,0.12623797939962644,0.0,0.1368675,1.0,0.016906408200729646,0.1161802843308099,976
CTNNA1,-0.4999576674413213,0.0819536423841059,0.45898431555664354,0.0566057142857142,12.0,2.17478,,0.0,-0.1272769195296287,0.010934534669382143,12.0,2.17478,False,0.10661487016287437,0.021660614047690964,0.4,0.108739,0.0,0.02729891082443854,0.11615844080439153,977
LAPTM4A,0.2516901083380944,0.0,0.2516901083380944,0.3365290519877676,0.0,0.0,,0.0,-0.2706164931945556,0.15427410833430905,0.0,0.0,False,0.05846367144202366,0.26435949137122455,0.0,0.0,0.0,0.38541566215955836,0.11611773195195238,978
CREBBP,-0.605276255990202,0.1084437086092715,0.5396378540574897,0.0517942857142857,8.0,3.38579,19.74,0.0,-0.0534451139638459,0.06289727089640065,8.0,3.38579,False,0.12534942436003824,0.017489013629540112,0.26666666666666666,0.1692895,0.0,0.15712158164948017,0.11610103547934753,979
RNF216,-0.0673572741885414,0.0107615894039735,0.06663240286035345,0.1159428571428571,3.0,2.54947,3.26,1.0,-0.0732265446224256,0.043115840237820946,3.0,2.54947,False,0.015477663917516178,0.0731070496083551,0.1,0.1274735,1.0,0.10770004715565412,0.11608144141554409,980
RPAP2,-0.8936694281962559,0.8973509933774835,0.09173427905325804,0.1029485714285714,1.0,4.5667,3.29,1.0,-0.1310186701604978,0.014676285300251266,1.0,4.5667,False,0.02130843673576686,0.06184075584247007,0.03333333333333333,0.228335,1.0,0.036647226477765055,0.11602736909735933,981
RNF138,0.1947102753646222,0.0082781456953642,0.19309843533676938,0.1577777777777778,1.0,0.0,5.91,1.0,0.0016528925619834,0.11799527742222994,1.0,0.0,False,0.044853743176640606,0.10937872439747684,0.03333333333333333,0.0,1.0,0.29477734968040764,0.11600860775625561,982
CFL1,-0.7552282322793472,0.5951986754966887,0.3057173887289742,0.0714514285714285,3.0,7.30943,,0.0,-0.2324455205811138,0.11610313572086726,3.0,7.30943,False,0.07101336276892914,0.03453213172744881,0.1,0.3654715,0.0,0.2900500603364216,0.11598687636573447,983
LRR1,-3.0449001991706424,1.0,0.0,0.1789132947976878,0.0,2.16332,3.44,1.0,-0.2078544061302682,0.09151202127002166,0.0,2.16332,False,0.0,0.1277036211156077,0.0,0.10816600000000001,1.0,0.22861210713423646,0.11596659169139413,984
KIDINS220,-0.1037320785080523,0.0546357615894039,0.09806459739751303,0.0682628571428571,14.0,3.79493,,0.0,-0.1245091245091245,0.008166739648877958,14.0,3.79493,False,0.022778870573018792,0.03176757943133456,0.4666666666666667,0.18974649999999998,0.0,0.020383906574310714,0.11584510533002154,985
INTS3,-1.5686798310163006,0.9983443708609272,0.002597152038106384,0.05464,17.0,2.66744,,0.0,-0.1529907975460122,0.036648412685765644,17.0,2.66744,False,0.0006032777547096484,0.019956302237900167,0.5666666666666667,0.133372,0.0,0.09154195427719032,0.11575077171164246,986
FEM1C,-0.0917104132873371,0.0223509933774834,0.08966059444730556,0.1503473053892215,1.0,2.30433,2.72,1.0,-0.1663379355687048,0.04999555070845825,1.0,2.30433,False,0.02082675226959017,0.10293636299420718,0.03333333333333333,0.11521650000000001,1.0,0.12488817951071554,0.115655818554675,987
STK17B,-0.1607861829257947,0.0033112582781456,0.16025377834657023,0.158186215235792,1.0,2.03632,7.57,1.0,-0.1264059989287627,0.01006361406851615,1.0,2.03632,False,0.03722444360829386,0.10973284747035343,0.03333333333333333,0.10181599999999999,1.0,0.025123020047882708,0.11561573832598832,988
FANCI,-0.262071939993259,0.1639072847682119,0.21911643989502616,0.0808,11.0,2.81185,,0.0,-0.2070001502178158,0.09065776535756924,11.0,2.81185,False,0.05089731827029387,0.04263752161354733,0.36666666666666664,0.1405925,0.0,0.22647785108509116,0.11547321951940692,989
SEC63,-0.1417757191663945,0.5571192052980133,0.06278974317385849,0.0514742857142857,4.0,10.9248,,0.0,-0.14828025477707,0.031937869916823444,4.0,10.9248,False,0.0145850742370629,0.017211567520969504,0.13333333333333333,0.54624,0.0,0.07977322753755244,0.11546365390428734,990
JOSD1,-0.1586423323215998,0.0273178807947019,0.15430855999824486,0.1835483870967742,0.0,1.52006,3.06,1.0,-0.1465766634522661,0.03023427859201956,0.0,1.52006,False,0.03584346247056602,0.13172233461950494,0.0,0.076003,1.0,0.07551700871924058,0.11544603956298331,991
PDIA5,0.2783814026049366,0.0,0.2783814026049366,0.0654057142857142,1.0,10.2659,,0.0,-0.1584598296927064,0.04211744483245984,1.0,10.2659,False,0.06466364119324987,0.029290382033382682,0.03333333333333333,0.5132950000000001,0.0,0.10520567585278122,0.11544074076062881,992
CCNE2,-0.1363063494415609,0.0223509933774834,0.13325976712788362,0.2071276595744681,0.0,6.56258,,0.0,-0.206244087038789,0.08990170217854244,0.0,6.56258,False,0.030954157448809017,0.1521660139690743,0.0,0.328129,0.0,0.224588917815971,0.11538484731616355,993
CTC1,-0.0530689960848808,0.3551324503311258,0.03422247346864416,0.0604114285714285,2.0,11.8072,,0.0,-0.1705298013245033,0.054187416464256746,2.0,11.8072,False,0.007949344763746357,0.024960240981762846,0.06666666666666667,0.59036,0.0,0.13536105387553451,0.11519492841742948,994
ATP1A3,-0.2188216412730174,0.0149006622516556,0.21556105390305522,0.0507657142857142,15.0,1.7621,,0.0,-0.1719566090799517,0.05561422421970515,15.0,1.7621,False,0.050071457771219574,0.01659722256627738,0.5,0.088105,0.0,0.13892576210715918,0.11516264220660703,995
TBC1D13,0.1660029706323087,0.0074503311258278,0.16476619353322694,0.0996535244922341,8.0,5.15496,,0.0,-0.1747016706443914,0.05835928578414486,8.0,5.15496,False,0.03827260700503855,0.05898388724858167,0.26666666666666666,0.257748,0.0,0.14578396954099773,0.11512834675313594,996
PPP6R2,-0.2501671395165004,0.0380794701986755,0.24064090738259392,0.0634057142857142,12.0,3.29873,,0.0,-0.0736842105263157,0.04265817433393085,12.0,3.29873,False,0.05589711505796611,0.02755634385481638,0.4,0.16493649999999999,0.0,0.1065566237275846,0.11510434386021398,997
EMG1,-1.0319680785814755,0.0314569536423841,0.9995055065731179,0.0550057142857143,3.0,1.91785,,0.0,-0.1961441743503772,0.07980178949013066,3.0,1.91785,False,0.23216947986803274,0.020273383504838014,0.1,0.0958925,0.0,0.19935549603115793,0.11508450881341914,998
CENPE,-1.0014950000148923,0.777317880794702,0.22301502897682618,0.1889714285714286,3.0,5.53874,,0.0,-0.1329635846165073,0.016621199756260766,3.0,5.53874,False,0.051802899473587107,0.13642421510000452,0.1,0.276937,0.0,0.041506362226549964,0.11508400248340497,999
PUM2,-0.3982803651762027,0.0231788079470198,0.3890487010827146,0.06272,6.0,5.75903,,0.0,-0.063301282051282,0.05304110280896454,6.0,5.75903,False,0.090369921906078,0.026961816479308006,0.2,0.2879515,0.0,0.13249712654724513,0.11501710284297806,1000
FLAD1,-0.1331827090797537,0.009933774834437,0.1318597020359151,0.0497257142857142,13.0,4.64597,,0.0,-0.1413451689996586,0.010126956437724571,13.0,4.64597,True,0.030628944248835575,0.015695522713422904,0.43333333333333335,0.23229850000000002,0.0,0.025281273368321738,0.11500617875709362,1001
SNAI1,-0.142975994169235,0.0057947019867549,0.1421474908917643,0.2242622950819672,0.0,0.0,0.84,1.0,-0.0768025078369906,0.039539877023255954,0.0,0.0,False,0.03301863652361237,0.16702207004198488,0.0,0.0,1.0,0.09876593149902821,0.11495050854463058,1002
ESPN,-0.0812440278131692,0.009933774834437,0.08043696793423043,0.2562616822429906,0.0,6.0243,,0.0,-0.0705176294073518,0.045824755452894744,0.0,6.0243,False,0.01868424824539549,0.19476614955595428,0.0,0.301215,0.0,0.11446794726628405,0.11494076670371914,1003
NT5DC1,0.2610526584718796,0.0,0.2610526584718796,0.04728,6.0,7.68856,,0.0,-0.1558109833971903,0.03946859853694375,6.0,7.68856,False,0.06063844524817505,0.013575041740776197,0.2,0.384428,0.0,0.09858785074082892,0.1148576386337268,1004
SACS,-0.0264061484754673,0.0298013245033112,0.02561921027586728,0.0536342857142857,12.0,5.10679,,0.0,-0.1878217948172418,0.07147940995699524,12.0,5.10679,False,0.005950941425796683,0.0190843287538211,0.4,0.2553395,0.0,0.17856302786914607,0.11473965744734263,1005
HELZ,0.0973225188363992,0.0331125827814569,0.09409991887492904,0.0483085714285714,6.0,9.78145,,0.0,-0.1125025662081708,0.0038398186520757494,6.0,9.78145,False,0.021857937827397197,0.014466832804038838,0.2,0.48907249999999997,0.0,0.009573612870767521,0.11473698683296918,1006
NDRG1,-0.020069686053856,0.0,0.020069686053856,0.1762971428571428,9.0,3.26645,,0.0,-0.0669185105234754,0.049423874336771145,9.0,3.26645,False,0.004661873838208406,0.12543536744269002,0.3,0.16332249999999998,0.0,0.12345991458841148,0.11470054311369009,1007
ACSL4,-0.1121882790946556,0.0711920529801324,0.104201365185599,0.0807771428571428,12.0,3.18943,28.9,0.0,-0.2022535211267605,0.08591113626651396,12.0,3.18943,False,0.024204345646503634,0.04261770403436367,0.4,0.15947150000000002,0.0,0.214618966993144,0.11469828825391738,1008
ALDOA,-1.9146419939240005,0.9668874172185432,0.06339874152066195,0.1109702970297029,10.0,4.80926,,0.0,-0.143184421534937,0.026842036674690442,10.0,4.80926,False,0.014726535017907041,0.06879574506764244,0.3333333333333333,0.240463,0.0,0.06704189871217091,0.1144782289612734,1009
RABGAP1,0.0209589333953709,0.0016556291390728,0.02092423317451764,0.0539771428571428,17.0,2.78189,,0.0,-0.1260755705200149,0.009733185659768342,17.0,2.78189,False,0.004860371754650074,0.019381592441575286,0.5666666666666667,0.1390945,0.0,0.024297484257144186,0.1143516384717248,1010
WDR90,0.3245313546837947,0.0,0.3245313546837947,0.1680468749999999,0.0,7.43807,,0.0,-0.113130340594536,0.003212044265710548,0.0,7.43807,False,0.0753835524890055,0.11828222771884796,0.0,0.3719035,0.0,0.008005193779874735,0.11428551875134976,1011
ZNF638,-0.2426443044674628,0.1009933774834437,0.21813883663217268,0.0437485714285714,11.0,4.9154,,0.0,-0.0842260029405587,0.03211638191968785,11.0,4.9154,False,0.05067023633871735,0.010513225756907678,0.36666666666666664,0.24577,0.0,0.08021921838924541,0.11423149954814976,1012
PKM,-1.4336301573792352,0.8766556291390728,0.1768302098091938,0.0609485714285714,13.0,3.18725,,0.0,-0.1590909090909091,0.04274852423066254,13.0,3.18725,False,0.04107488909902501,0.025425954092577835,0.43333333333333335,0.15936250000000002,0.0,0.10678235211977763,0.11419374556346973,1013
CCNA2,-1.3473878400906352,0.98841059602649,0.01561542198780553,0.2426971428571428,0.0,0.0,3.41,1.0,-0.1818181818181818,0.06547579695793525,0.0,0.0,False,0.0036272180363054727,0.1830054349710911,0.0,0.0,1.0,0.16356372008187356,0.11416798190631264,1014
UBE2W,-0.1672357372106604,0.0082781456953642,0.16585133541255892,0.1583268983268983,0.0,2.35368,6.09,1.0,-0.1321243523316062,0.01578196747135964,0.0,2.35368,False,0.038524668473485395,0.10985482239588197,0.0,0.11768400000000001,1.0,0.03940964091086574,0.1141369293063535,1015
GLRX,0.1006255781583135,0.0024834437086092,0.10037568019931106,0.2036743515850144,0.0,6.93005,,0.0,-0.1996161228406909,0.08327373798044437,0.0,6.93005,False,0.023315698923134693,0.14917193002104392,0.0,0.3465025,0.0,0.20802974336121158,0.11412315085131416,1016
REEP5,-0.0465082570152937,0.0,0.0465082570152937,0.0696,1.0,10.5836,,0.0,-0.2492462311557789,0.13290384629553237,1.0,10.5836,False,0.010803139922490882,0.032926907813576066,0.03333333333333333,0.52918,0.0,0.33202462281967,0.11409724546180357,1017
GPX4,0.1295738234551779,0.6043046357615894,0.05127176126786012,0.0914742857142857,8.0,7.24327,,0.0,-0.1561866125760649,0.004714487138681722,8.0,7.24327,True,0.011909627377932034,0.05189233109229545,0.26666666666666666,0.36216349999999997,0.0,0.011758867290811749,0.11405305590560881,1018
CLASP2,0.1727481743063269,0.0074503311258278,0.17146114320636255,0.109472693032015,12.0,2.24506,,0.0,-0.0769860769860769,0.039356307874169646,12.0,2.24506,False,0.03982773899093806,0.06749729381346026,0.4,0.112253,0.0,0.09830730597339483,0.11395082513998925,1019
